gvkey,datadate,iid,tic,cusip,conm,tpci,cik
177764,31/10/06,01,TOVX,87164U508,THERIVA BIOLOGICS INC,0,0000894158
178726,31/10/06,01C,BTB.UN,11777P300,BTB REAL ESTATE INVESTMNT TR,0,
183135,31/10/06,01,PROT,74371C208,PROTEONOMIX INC,0,0001469559
183140,31/10/06,01,CCHZ,14167F106,CAREER COLLEGE HOLDING CO,0,0001376294
183520,31/10/06,01,EVSP,294077102,ENVIRONMENTAL SERVICE PROS,0,0001384235
276802,31/10/06,90,POGLY,45338V109,HYDROCARBON DYNAMICS LTD,F,0001374833
279327,31/10/06,90,EXPGY,30215C101,EXPERIAN PLC,F,0001376891
005138,30/11/06,01,3GETE,373658103,GEOTEL INC,0,0000041114
005600,30/11/06,05,HTZGQ,42806J106,HERTZ GLOBAL HOLDINGS INC,0,0001657853
006609,30/11/06,01,3LTHM,518246103,LATHAM PROCESS CORP,0,0000057921
029041,30/11/06,01,3HARVE,417816105,HARVEY UNIVERSAL INC,0,0000911671
065109,30/11/06,01C,SMV.H,784487308,SMC VENTURES INC,0,0000934801
135397,30/11/06,01,AVNE,05357E107,AVENTURA EQUITIES INC,0,0001132686
158133,30/11/06,01,NUIN,67060M107,NUTRASTAR INTERNATIONAL INC,0,0001273385
160355,30/11/06,01,PDAE,698338100,PANDA ETHANOL INC,0,0001167880
162437,30/11/06,01,YTEC,G98777108,YUCHENG TECHNOLOGIES LTD,0,0001356462
163616,30/11/06,01,LVRLF,21864T107,CORDOVACANN CORP,0,0001168981
163817,30/11/06,01,WCCP,947000105,WEALTHCRAFT CAPITAL INC,0,0001119821
163878,30/11/06,01,CPLA,139594105,CAPELLA EDUCATION CO,0,0001104349
164099,30/11/06,01,ATNY,00187E203,API TECHNOLOGIES CORP,0,0001081078
164190,30/11/06,02C,AC.A,008911703,AIR CANADA,0,0001002819
164203,30/11/06,01,SGUS,82454Q101,SHIMING US INC,0,0001091294
164494,30/11/06,01,SPR,848574109,SPIRIT AEROSYSTEMS HOLDINGS,0,0001364885
165209,30/11/06,03,CORRQ,21870U502,CORENERGY INFRASTRUCTURE TR,0,0001347652
165442,30/11/06,01,DRSV,24276R206,DEBT RESOLVE INC,0,0001106645
165791,30/11/06,01,AKVA,040732109,ARKANOVA ENERGY CORP,0,0001191359
165850,30/11/06,01,VIOSF,92762L207,VIOSOLAR INC,0,0001302401
166005,30/11/06,02,AFSI,032359309,AMTRUST FINANCIAL SERVICES,0,0001365555
166485,30/11/06,01,ADK.U,00650W201,REGIONAL HEALTH PROPERTS INC,0,0001004724
166737,30/11/06,01,FFDH,349551101,FORTIFIED HOLDINGS CORP,0,0001316578
174310,30/11/06,01,KBR,48242W106,KBR INC,0,0001357615
174352,30/11/06,01,SCEY,86664Q108,SUN CAL ENERGY INC,0,0001315373
174551,30/11/06,01,MANF,56324R101,MANIFOLD CAPITAL CORP,0,0001304623
174567,30/11/06,01,IPHS,45774N108,INNOPHOS HOLDINGS INC,0,0001364099
175004,30/11/06,01,ORBC,68555P100,ORBCOMM INC,0,0001361983
175221,30/11/06,01,NLSC,50077A209,NAMLIONG SKYCOSMOS INC,0,0001342219
175271,30/11/06,01,SNMP,30053M203,EVOLVE TRANSITION INFRAST LP,0,0001362705
175325,30/11/06,01,FOUR.4,350839106,4C CONTROLS INC,0,0001318820
175386,30/11/06,02,IVPH,45774F105,INNOVIVE PHARMACEUTICALS INC,0,0001337223
175397,30/11/06,01,SSEY,843833203,SOUTHERN STAR ENERGY INC,0,0001341315
175404,30/11/06,01,FSLR,336433107,FIRST SOLAR INC,0,0001274494
175490,30/11/06,01,YTENQ,98585K854,YIELD10 BIOSCIENCE INC,0,0001121702
175492,30/11/06,01,JVDTQ,47188V205,JAVA DETOUR INC,0,0001122887
175506,30/11/06,01,MSRM,56782M107,MUSHROOMS INC,0,0001334741
175523,30/11/06,01,GSAT,378973507,GLOBALSTAR INC,0,0001366868
175555,30/11/06,01,3HTGT,44147G205,HOTGATE TECHNOLOGY INC,0,
175607,30/11/06,01,FRST,74167B109,PRIMIS FINANCIAL CORP,0,0001325670
175636,30/11/06,01,CWRL,219234200,CORNERWORLD CORP,0,0001338242
175640,30/11/06,01,VTKT,92535A108,VERUTEK TECHNOLOGIES INC,0,0001346988
175654,30/11/06,01,WLDN,96924N100,WILLDAN GROUP INC,0,0001370450
175688,30/11/06,01,OB.1,G67742109,ONEBEACON INSURANCE GROUP,0,0001369817
175722,30/11/06,01,TRUX,89845Y107,TRUXTON CORP,0,0001578019
175724,30/11/06,01,HLXW,42331P106,HELIX WIND CORP,0,0001364560
175739,30/11/06,02,IDARQ,451663108,SUPERMEDIA INC,0,0001367396
175847,30/11/06,01,TAMO,875100109,TAMM OIL AND GAS CORP,0,0001374845
175868,30/11/06,01,BMODQ,090627100,BIOMODA INC,0,0001058767
175869,30/11/06,01,CHME,169491107,CHINA MEDICINE CORP,0,0001328790
175879,30/11/06,01,CNBV,12618X106,CNB BANCORP INC/VA,0,0001162638
175900,30/11/06,01,SBH,79546E104,SALLY BEAUTY HOLDINGS INC,0,0001368458
175908,30/11/06,01,WFCF,96327X200,WHERE FOOD COMES FROM INC,0,0001360565
175913,30/11/06,01,SLTM,83438K103,SOLTA MEDICAL INC,0,0001171298
175948,30/11/06,01,RRM,M8183P102,RR MEDIA LTD,0,0001375829
175953,30/11/06,01,KBW,482423100,KBW INC,0,0001063494
175958,30/11/06,01,NRBC,64830A109,NEW RESOURCE BANCORP,0,
175966,30/11/06,01,CPRX,14888U101,CATALYST PHARMACEUTICALS INC,0,0001369568
175978,30/11/06,01,HNSN,411307200,HANSEN MEDICAL INC,0,0001276591
175982,30/11/06,01,CSIQ,136635109,CANADIAN SOLAR INC,0,0001375877
175983,30/11/06,01,FACE,719427106,PHYSICIANS FORMULA HOLDINGS,0,0001269871
175985,30/11/06,01,RSPM,46137V316,INVESCO S&P 500 EQ WT MT ETF,%,
175986,30/11/06,01,RSPG,46137V365,INVESCO S&P 500 EQ WT EG ETF,%,
175987,30/11/06,01,RSPN,46137V324,INVESCO S&P 500 EQ WT IN ETF,%,
175988,30/11/06,01,RSPT,46137V282,INVESCO S&P 500 EQUAL WEIGHT,%,
175989,30/11/06,01,RSPF,46137V340,INVESCO S&P 500 EQ WT FN ETF,%,
175990,30/11/06,01,RSPH,46137V332,INVESCO S&P 500 EQ WT HL ETF,%,
175991,30/11/06,01,RSPU,46137V274,INVESCO S&P 500 EQ WT UT ETF,%,
175992,30/11/06,01,RSPD,46137V381,INVESCO S&P 500 EQ WT CD ETF,%,
175993,30/11/06,01,RSPS,46137V373,INVESCO S&P 500 EQ WT CN ETF,%,
176007,30/11/06,01C,AUX.,380887109,GOLDEN CROSS RESOURCES INC,0,0001425061
176021,30/11/06,01,ALLT,M0854Q105,ALLOT LTD,0,0001365767
176022,30/11/06,01,EBS,29089Q105,EMERGENT BIOSOLUTIONS INC,0,0001367644
176026,30/11/06,01,GDHC,38089V105,GOLDEN DRAGON HOLDING CO,0,
176030,30/11/06,01C,H.Z,44109A105,HOSTOPIA.COM INC,0,
176032,30/11/06,01C,XCB.,46430K108,ISHARES CORE CN CP BD IX ETF,%,
176035,30/11/06,01,NLST,64118P109,NETLIST INC,0,0001282631
176037,30/11/06,01,JPP,78463X830,SPDR RUSSELL/NOMURA PRIME JP,%,
176038,30/11/06,01,JSC,78463X822,SPDR RUSLL/NOMURA SML CP JPN,%,
176041,30/11/06,01C,XGB.,46430L106,ISHARES CORE CN GT BD IX ETF,%,
176042,30/11/06,01C,XLB.,46430M104,ISHARES CORE CDN LONG TRM BD,%,
176045,30/11/06,01C,XCG.,46430X100,ISHARES CDN GRWTH IDX ETF,%,
176047,30/11/06,01C,XCV.,46430U106,ISHARES CDN VALUE IDX ETF,%,
176048,30/11/06,01,NMX.1,62948N104,NYMEX HOLDINGS INC,0,0001105018
176060,30/11/06,01,VYM,921946406,VANGUARD HIGH DIVIDEND YIELD,%,
176066,30/11/06,01,WAVE.2,65337Y409,NEXTWAVE WIRELESS INC,0,0001374993
176068,30/11/06,01C,XWE.,98145W208,WORLD ENERGY SOLUTIONS INC,0,0001371781
176070,30/11/06,01,VQ,92275P307,VENOCO INC,0,0001313024
176071,30/11/06,01,DSI,464288570,ISHARES ESG MSCI KLD 400 ETF,%,
176092,30/11/06,01,AER,N00985106,AERCAP HOLDINGS NV,0,0001378789
176093,30/11/06,01,FOF,19248P106,COHEN & STEERS CL-END OPP FD,7,0001375340
176100,30/11/06,01,DHG,25158Y102,DEUTSCHE HIGH INCM OPPOR FD,7,0001375387
176103,30/11/06,01,NOA,656811106,NORTH AMERICAN CONST GRP LTD,0,0001368519
176105,30/11/06,01C,CE.H,135038206,CANADA ENERGY PARTNERS INC,0,
176106,30/11/06,01,3FSMO,34958F107,FORTISSIMO ACQUISITION CORP,0,0001349318
176107,30/11/06,01C,EDE.H,27986R101,EDGE RESOURCES INC,0,0001408986
176108,30/11/06,01,3HFBN,408853109,HAMPSHIRE FIRST BANK/NH,0,
176118,30/11/06,01,RNIN.1,97699G932,WIRELESS RONIN TECHNLGS -OLD,0,
176119,30/11/06,01C,ML.,60040W105,MILLENNIAL LITHIUM CORP,0,0001421371
176130,30/11/06,01C,REL.3,75942N102,RELIABLE ENERGY LTD,0,
176133,30/11/06,01C,MKO.,56089A400,MAKO MNG CORP,0,0001784930
176142,30/11/06,01,ETY,27828N102,EATON VANCE TX-MAN DIV EQ IN,7,0001340736
176145,30/11/06,01C,COF.H,22284R101,COVENTREE INC,0,
176152,30/11/06,90,OMAB,400501102,GRUPO AEROPORTUARIO DEL CENT,F,0001378239
176154,30/11/06,01C,AQM.,00190T106,AQM COPPER INC,0,
176164,30/11/06,01,DCR.1,55610N105,MACROSHARES OIL DOWN TRADE T,%,
176165,30/11/06,01,UCR,55610L109,MACROSHARES OIL UP TRADE TR,%,
183125,30/11/06,01,PGYC,70336G102,PATRIOT ENERGY CORP,0,
206702,30/11/06,91,SVJTY,818150302,SEVERSTAL PJSC,F,
212950,30/11/06,90,PAM,697660207,PAMPA ENERGIA SA,F,0001469395
277561,30/11/06,91,TMKOY,87260R201,TMK PAO,F,0001441354
281558,30/11/06,02C,UST.UN,918028309,UTILITY SPLIT TRUST,7,
006806,31/12/06,01,LRNT,543770101,LORAIN TELECOM CORP,0,0000073604
007803,31/12/06,01,NENVQ,639093103,NAUTILUS ENVIROMEDICAL SYS,0,0000720009
010401,31/12/06,01,3VTSC,92764K108,VIRAL TESTING SYSTEMS CORP,0,0000048107
013006,31/12/06,01,PRIB.,74265C108,PRIVATE BRANDS INC,0,0000804084
013558,31/12/06,01,NEXM,65346E204,NEXMETALS MINING CORP,0,0000795800
013732,31/12/06,01,3RDON,750903106,RADON TESTING CORP OF AM INC,0,0000805905
013937,31/12/06,01,3CTIA,20342E104,COMMUNICATIONS TRANSMISSION,0,0000820285
014041,31/12/06,01,3SONNF,G82719108,SONORA DIAMOND CP LTD,0,0000790307
014422,31/12/06,01,3SCMUE,844435107,SOUTHLAND COMMUNICATIONS INC,0,0000814084
024039,31/12/06,01,TCKF.1,302396106,F A TUCKER GROUP INC,0,0000914371
061429,31/12/06,01,3HCIAA,40413E106,HCI DIRECT INC,0,0000934383
063085,31/12/06,05,DSUPQ,240028308,DAYTON SUPERIOR CORP,0,0000854709
105379,31/12/06,01C,SNN.Z,796193100,SAN ANTON RESOURCE CORP,0,
148223,31/12/06,01,GLDD,390607109,GREAT LAKES DREDGE & DOCK CP,0,0001372020
162892,31/12/06,01,MNOV,58468P206,MEDICINOVA INC,0,0001226616
163136,31/12/06,01,SPNGQ,849109103,SPONGETECH DELIVERY SYSTEMS,0,0001201251
165642,31/12/06,01,ANWWQ,Y0017S102,AEGEAN MARINE PETROLM NETWK,0,0001344376
165832,31/12/06,01,FEEDQ,00846L101,AGFEED INDUSTRIES INC,0,0001331427
166581,31/12/06,01,MVE.U,831920202,SMART MOVE INC,4,0001349108
174743,31/12/06,01,ARTEQ,04301Q100,ARTES MEDICAL INC,0,0001351197
175007,31/12/06,01,ALGT,01748X102,ALLEGIANT TRAVEL CO,0,0001362468
175100,31/12/06,01C,PTT.,74162N108,PRIMERA ENERGY RESOURCES LTD,0,
175292,31/12/06,01,IKTO,46574A205,ITOKK INC,0,0001343750
175510,31/12/06,01,PVR,693665101,PVR PARTNERS LP,0,0001144945
175594,31/12/06,01,CPOWE.1,18499X933,CLEAN POWER CONCEPTS -OLD,0,
175620,31/12/06,01,FRH.U,35645F202,FREEDOM ACQUISITION HOLDINGS,0,
175623,31/12/06,01,VELA,92256R207,VELATEL GLOBAL COMMUN INC,0,0001357531
175644,31/12/06,01,USBE,90342V109,US BIOENERGY CORP,0,0001332341
175652,31/12/06,01,NILA,65411Y309,NILAM RESOURCES INC,0,0001368714
175721,31/12/06,01,FRTW,354807109,FRANKLIN TOWERS ENTERPRISES,0,0001365669
175742,31/12/06,01,PLTE,18382P104,CLAYMONT STEEL HOLDINGS INC,0,0001371455
175835,31/12/06,01,DBTK,258598101,DOUBLE-TAKE SOFTWARE INC,0,0001370314
175844,31/12/06,01,TSOR,89530Y107,TRESORO MINING CORP,0,0001348788
175867,31/12/06,01,AEPW,04519C109,ASIA ELECTRICAL POWER INTL,0,0001306046
175898,31/12/06,01,ZORM,98977W201,ZORO MINING CORP,0,0001329484
175943,31/12/06,01C,HTR.Z,44329X109,HTR TOTAL RETURN FUND,7,
175955,31/12/06,01,IPGP,44980X109,IPG PHOTONICS CORP,0,0001111928
175961,31/12/06,01,YSYB,98474Q103,YANGLIN SOYBEAN INC,0,0001368745
175969,31/12/06,01,SAGD,836301200,SOUTH AMERICAN GOLD CORP,0,0001351765
175979,31/12/06,01,WSFGQ,92933E108,WSB FINANCIAL GROUP INC,0,0001372791
176061,31/12/06,01C,CDD.UN,21867N107,CORE CANANDIAN DIV TRUST,7,
176062,31/12/06,01C,DF.,25537W108,DIVIDEND 15 SPLIT CORP II,7,
176065,31/12/06,01,GFLB,390528107,GREAT FLORIDA BANK,0,
176082,31/12/06,01,PBSV,71711N100,PHARMA-BIO SERV INC,0,0001304161
176085,31/12/06,01,CHHB,16943X202,CHINA BIO-IMMUNITY CORP,0,0001345479
176086,31/12/06,01,AWEC,030757108,AMERIWEST ENERGY CORP,0,0001162200
176132,31/12/06,01,FNDM,360769301,FUND.COM INC,0,0001335795
176144,31/12/06,01,MEDE.,58406P102,MEDECISION INC,0,0001367705
176161,31/12/06,01,CHHE,169398104,CHINA HEALTH INDUSTRIES HLDG,0,0001309057
176167,31/12/06,01C,CBW.,21727R108,COPERNICAN WRLD BKS SPLT INC,7,
176169,31/12/06,01,KNDI,G5214E103,KANDI TECHNOLOGIES GROUP,0,0001316517
176172,31/12/06,01,XMHQ,46137V472,INVESCO S&P MDCP QUALITY ETF,%,
176173,31/12/06,01,EQWS,46137V514,INVESCO RUSSELL 2000 EQ ETF,%,
176174,31/12/06,01,EQWL,46137V449,INVESCO S&P 100 EQ WEGHT ETF,%,
176176,31/12/06,01,PGF,46137V621,INVESCO FINANCIAL PREFRD ETF,%,
176177,31/12/06,01,PYH,73935X179,POWERSHARES MORNSTAR STKINVS,%,
176180,31/12/06,01C,MSCL.,80401L308,SATELLOS BIOSCIENCE INC,0,0001421642
176185,31/12/06,01C,PGZ.,69806A108,PAN GLOBAL RESOURCES INC,0,0001566073
176189,31/12/06,01,UITA,91801E109,UTILICRAFT AEROSPACE INDS,0,0001334740
176193,31/12/06,01C,CRB.,142024108,CARIBOO ROSE RESOURCES LTD,0,0002052340
176196,31/12/06,01,ECOG,27890A103,ECO GLOBAL CORP,0,0001362388
176203,31/12/06,01,SBKO,86603R100,SUMMIT BANK GROUP INC,0,0001895399
176205,31/12/06,01C,ARR.H,039605407,ARCO RESOURCES CORP,0,0001488453
176224,31/12/06,01,FTDS,33733E708,FIRST TRUST DIVIDEND STR ETF,%,
176229,31/12/06,01,SNCA,81689B103,SENECA BIOPHARMA INC,0,
176230,31/12/06,01C,ADZ.,00547Y204,ADAMERA MINERALS CORP,0,0001583190
176235,31/12/06,01,HLYS,42279M107,HEELYS INC,0,0001373980
176237,31/12/06,01,AFFY,00826A109,AFFYMAX INC,0,0001158223
176238,31/12/06,01,CDVIQ,12802T101,CAL DIVE INTERNATIONAL INC,0,0001364100
176239,31/12/06,01,NEWS,65251F105,NEWSTAR FINANCIAL INC,0,0001373561
176247,31/12/06,01,AIMC,02208R106,ALTRA INDUSTRIAL MOTION CORP,0,0001374535
176248,31/12/06,01,ATN,049303100,ATLAS ENERGY RESOURCES LLC,0,0001368802
176249,31/12/06,01,TAST,14574X104,CARROLS RESTAURANT GROUP INC,0,0000809248
176255,31/12/06,01,GUID,401692108,GUIDANCE SOFTWARE INC,0,0001375557
176256,31/12/06,01,BCIC,73688F201,BCP INVESTMENT CORP,0,0001372807
176259,31/12/06,01,TOO,Y8565J101,TEEKAY OFFSHORE PARTNERS LP,0,0001382298
176260,31/12/06,90,MLCO,585464100,MELCO RESORTS & ENTERTAINMEN,F,0001381640
176261,31/12/06,90,TSL.1,89628E104,TRINA SOLAR CO LTD,F,0001382158
176268,31/12/06,01,DCT.1,233153204,DCT INDUSTRIAL TRUST INC,0,0001170991
176269,31/12/06,01C,BMX.A,078307105,BELLAMONT EXPLORATION LTD,0,
176274,31/12/06,90,GLS.,37183T107,GENESIS LEASE LTD -ADR,F,0001369824
176275,31/12/06,01,OMPI,67423R108,OBAGI MEDICAL PRODUCTS INC,0,0001375247
176277,31/12/06,01C,ANI.,035265107,ANIMAS RESOURCES LTD,0,0001423468
176279,31/12/06,01,ISLN,46432L104,ISILON SYSTEMS INC,0,0001373671
176282,31/12/06,01,SE.7,847560109,SPECTRA ENERGY CORP,0,0001373835
176285,31/12/06,01,OTP,18383M704,GUGGENHEIM OCEAN TOMO PT ETF,%,
176286,31/12/06,01,POWA,46138J775,INVESCO BLMBRG PRCNG PWR ETF,%,
176287,31/12/06,01,CSD,46137V159,INVESCO S&P SPIN-OFF ETF,%,
176288,31/12/06,01,GRN.3,18383M803,CLAYMORE/LGA GREEN ETF,%,
176292,31/12/06,01C,PGR.,69913A108,PARAGON MINERALS CORP,0,0001375754
176293,31/12/06,01C,ARL.3,008291106,AFRICO RESOURCES LTD,0,0001422654
176297,31/12/06,01C,ALR.1,014342109,ALDER RESOURCES LTD,0,
176302,31/12/06,01C,RCR.1,772885208,ROCKCLIFF RESOURCES INC,0,0001506804
176304,31/12/06,01,RTCJF,G0704V111,BAIJIAYUN GROUP LTD,0,0001381074
176305,31/12/06,90,HQCL,41135V301,HANWHA Q CELLS CO LTD,F,0001371541
176308,31/12/06,01C,TOL.,896724101,TRIOIL RESOURCES LTD,0,
176309,31/12/06,01,TAQ.U,89366E209,TRANSFORMA ACQUISITION GROUP,4,0001374346
176311,31/12/06,01,PVM,73935X310,POWERSHARES DYN DEEP VAL PRT,%,
176312,31/12/06,01,PGZ.1,73935X294,POWERSHARES DYN AGGRSV GRWTH,%,
176313,31/12/06,01,RWX,78463X863,SPDR DOW JONES INTL RL EST,%,
176314,31/12/06,01,PKW,46137V308,INVESCO BUYBACK ACHIEVER ETF,%,
176318,31/12/06,01C,FIU.H,33744R508,FIRST URANIUM CORP,4,0001448007
176319,31/12/06,01C,LCX.,55082H206,LYCOS ENERGY INC,0,0001623078
176324,31/12/06,01,INPTF,06739F291,BARCLAYS IPTH MSCI INDIA ETN,R,
176325,31/12/06,01,UPGI,913788105,UNIVERSAL POWER GROUP INC,0,0001372000
176333,31/12/06,01,BTZ,092508100,BLACKROCK CR ALLOC INCM TR,7,0001379384
176340,31/12/06,01C,CTN.,15643T602,CENTURION MINERALS LTD,0,0000808031
176358,31/12/06,01C,FEN.,34551Q203,FORENT ENERGY LTD,0,
176366,31/12/06,01C,FNR.,34978T103,49 NORTH RESOURCES INC,0,
176369,31/12/06,01,CPSL.,16941J205,CHINA PRECISION STEEL INC,0,0001044577
176378,31/12/06,01,REED,758338305,REEDS INC,0,0001140215
176380,31/12/06,01C,GCOM.,393380100,GREEN SHIFT COMMODITIES LTD,0,0001635385
178659,31/12/06,90,CRGIY,21872Q202,CORGI INTERNATIONAL LTD -ADR,F,0001028637
183132,31/12/06,01,PRPM,74370A104,PROTEK CAPITAL INC,0,0002031576
183144,31/12/06,01,ENRJ,292758406,ENERJEX RESOURCES INC,0,
186707,31/12/06,01C,PMN.2,72583P108,PIXMAN NOMADIC MEDIA INC,0,
215620,31/12/06,90,DBHSY,242737203,DEBENHAMS PLC,F,
276585,31/12/06,01,WKCMF,D9540Z106,WACKER CHEMIE AG,0,0001420007
001168,31/1/07,01,4092B,007919103,ADVANCED ENERGY CONCEPTS INC,0,0000717801
001560,31/1/07,01,3ASBG,029609104,AMERICAN SHIP BUILDING CO,0,0000005818
003306,31/1/07,01,3CAUTE,204901102,COMPUTER AUTOMATION INC,0,0000022962
004942,31/1/07,01,GBCC,361492101,GBC CLOSED CIRCUIT TV CORP,0,0000040263
006630,31/1/07,01,3LGAX,522005107,LEARNING ANNEX INC,0,0000746553
008190,31/1/07,01,OMDD,686679101,ORMAND INDUSTRIES,0,0000074954
012662,31/1/07,01,3UNTL.,913252102,UNITEL CORP,0,0000873537
012714,31/1/07,01,3XOVR,302116108,EXOVIR INC,0,0000717653
027378,31/1/07,01,3NAAME,656911302,NORTH AMER ADVANCED MATLS,0,0000919169
028550,31/1/07,01,3STYYE,85771N107,STATORDYNE CORP,0,0000899684
100736,31/1/07,01,KPLUF,D48164129,K&S AG,0,0001455431
109930,31/1/07,01,WUHN,982569105,WUHAN GENERAL GROUP INC,0,0000842694
148350,31/1/07,01,TA,89421B109,TRAVELCENTERS OF AMERICA INC,0,0001378453
155515,31/1/07,01C,OLV.,681103107,OLIVUT RESOURCES LTD,0,
158788,31/1/07,01C,FYL.,317889103,FINLAY MINERALS LTD,0,0001874320
163822,31/1/07,01,ZNOG,989696109,ZION OIL & GAS INC,0,0001131312
164286,31/1/07,01,SCGX,80557H200,SAXON CAPITAL GROUP INC,0,0001277575
165300,31/1/07,01,IMTO,45882L101,INTERMETRO COMMUNICATIONS,0,0001160142
165394,31/1/07,01,ATSC,00211E104,ATS CORP -OLD,0,0001325460
166272,31/1/07,01C,AMI.,046826103,ATHABASCA MINERALS INC,0,
166436,31/1/07,01,LGCYQ,524706108,LEGACY RESERVES INC,0,0001735828
166446,31/1/07,01,BDYT,097000103,BODYTEL SCIENTIFIC INC,0,0001341259
166756,31/1/07,01,RTNB,776650202,ROOT9B TECHNOLOGIES INC,0,0001272550
174039,31/1/07,01C,MPW.H,624730206,MP WESTERN PROPERTIES,0,
174510,31/1/07,01,DGLPQ,25400D104,DIGITALPOST INTERACTIVE INC,0,0001321099
175068,31/1/07,02,RAK.U,75966C206,RENAISSANCE ACQUISITION CORP,4,0001259648
175283,31/1/07,01C,ENQ.Z,29357E107,ENQUEST ENERGY SERVICES CORP,0,
175300,31/1/07,01,UPCO,91378T109,UNIVERSAL POTASH CORP,0,0001295190
175374,31/1/07,01,NTQ.U,629415209,NTR ACQUISITION CO,4,0001366578
175389,31/1/07,01,LLFP,52471A108,LEGAL LIFE PLANS INC,0,0000876367
175424,31/1/07,01,SNOA,83558L303,SONOMA PHARMACEUTICALS INC,0,0001367083
175509,31/1/07,01,TWER,892000308,TOWERSTREAM CORP,0,0001349437
175595,31/1/07,01,GSPE,40273W105,GULFSLOPE ENERGY INC,0,0001341726
175662,31/1/07,01C,INCA.H,45328X305,INCA ONE GOLD CORP,0,0001574239
175860,31/1/07,01,UTOG,909089203,UNIONTOWN ENERGY INC,0,0001310482
175911,31/1/07,01,3PCQC,698659109,PANTHEON CHINA ACQUISTN CORP,0,0001367209
176018,31/1/07,01,HQDA,40435Q103,HQDA ELDERLY LF NTWRK CORP,0,0001304730
176046,31/1/07,01,INCC,459357208,INTL CONSOLIDATED COS INC,0,0001277859
176083,31/1/07,01,AERO.2,00768M202,AEROGROW INTERNATIONAL INC,0,0001316644
176198,31/1/07,01,IGXT,45822R101,INTELGENX TECHNOLOGIES CORP,0,0001098880
176242,31/1/07,01,HBMK.1,44399O948,HUBEI MINKANG PHARML  -OLD,0,
176245,31/1/07,01,YBLT,987415106,YOUBLAST GLOBAL INC,0,0001131166
176265,31/1/07,02,MER.PK.1,590199204,MERRILL LYNCH CAP TR I,R,0001382664
176280,31/1/07,01,NDTP,63948Q105,NDT PHARMACEUTICALS INC,0,0001329944
176320,31/1/07,01,NOBV,655051209,NOBLE INNOVATIONS INC,0,0001220379
176350,31/1/07,01,MSBF,55352L101,MSB FINANCIAL CORP,0,0001635261
176351,31/1/07,01,ORIT,68633D103,ORITANI FINANCIAL CORP,0,0001483195
176353,31/1/07,01,EVOQ,300504107,EVOQ PROPERTIES INC,0,0001665562
176361,31/1/07,01,AHII.,03525N109,ANIMAL HEALTH INTL INC,0,0001372813
176362,31/1/07,01,AVAV,008073108,AEROVIRONMENT INC,0,0001368622
176368,31/1/07,01C,ECR.,146772108,CARTIER RESOURCES INC,0,0001406802
176375,31/1/07,01,PSTB,70086Y105,PARK STERLING CORP,0,0001507277
176379,31/1/07,01,RBYC,78116P101,RUBY CREEK RESOURCES INC,0,0001379810
176390,31/1/07,01C,GDP.UN,379443104,GLOBAL DIVIDEND FUND,7,
176392,31/1/07,01,DGL,46140H601,INVS DB GOLD FUND,%,
176393,31/1/07,01,DBO,46140H403,INVESCO DB OIL FUND,%,
176394,31/1/07,01,DBP,46140H502,INVESCO DB PRECIOUS METALS,%,
176395,31/1/07,01,DBB,46140H700,INVS DB BASE METALS FUND,%,
176396,31/1/07,01,DBS,46140H205,INVESCO DB SILVER FUND,%,
176397,31/1/07,01,DBA,46140H106,INVS DB AGRICULTURE FUND,%,
176398,31/1/07,01,DBE,46140H304,INVESCO DB ENERGY FUND,%,
176404,31/1/07,01,TWC,88732J207,TIME WARNER CABLE INC,0,0001377013
176408,31/1/07,01,MVO,553859109,MV OIL TRUST,0,0001371782
176413,31/1/07,01,PBNK,72346K107,PINNACLE BANK (CA),0,
176419,31/1/07,01C,CNDU.,08662W200,HORIZONS BETAPRO S&PTSX60 BU,%,
176420,31/1/07,01C,CNDD.,08660R302,BETAPRO S&P TSX 60 -2X DY BR,%,
176433,31/1/07,01,IGSB,464288646,ISHARES 1-5 YEAR INVT GR CRP,%,
176434,31/1/07,01,TLH,464288653,ISHARES 10-20 YR TRSY BD ETF,%,
176435,31/1/07,01,IEI,464288661,ISHARES 3-7 YR TREAS BD ETF,%,
176436,31/1/07,01,USIG,464288620,ISHARES BROAD USD INV GRD BD,%,
176437,31/1/07,01,GBF,464288596,ISHARES GOVT/CREDIT BOND ETF,%,
176438,31/1/07,01,IGIB,464288638,ISHARES 5-10 YR INVT G CRP B,%,
176439,31/1/07,01,SHV,464288679,ISHARES SHORT TREAS BD ETF,%,
176440,31/1/07,01,GVI,464288612,ISHARES INTRM GOV/CREDIT BD,%,
176450,31/1/07,01,FCHT.1,319451100,FIRST CHATTANOOGA FINL CORP,0,0000838330
176463,31/1/07,01,DUCO.1,266696103,DURHAM CORP,0,0000316444
176466,31/1/07,01,FPBC,35847F109,FIRST PACIFIC BANCORP,0,0001933732
176470,31/1/07,01C,AAU.H,03349A200,ANDEANGOLD LTD,0,0001586050
176471,31/1/07,01C,XX.,05352F109,AVANTE CORP,0,0001795753
176475,31/1/07,01,3PBCP,73158Q109,POLONIA BANCORP INC,0,0001528610
176479,31/1/07,01,HBNK,40867E107,HAMPDEN BANCORP INC,0,0001375320
176480,31/1/07,01,CWI,78463X848,SPDR MSCI ACWI EX-US ETF,%,
176481,31/1/07,01C,MGX.3,59318A100,MGM ENERGY CORP,0,0001429938
